date,open,high,low,close
2016-08-04,1354.4,1361.6,1347.0,1358.8
2016-08-05,1357.6,1360.8,1333.7,1336.4
2016-08-08,1330.0,1335.4,1327.8,1333.4
2016-08-09,1331.8,1339.4,1328.5,1339.0
2016-08-10,1344.8,1354.2,1344.3,1344.3
2016-08-11,1341.6,1350.4,1334.8,1342.5
2016-08-12,1336.8,1351.8,1333.2,1335.8
2016-08-15,1336.5,1340.6,1333.6,1340.3
2016-08-16,1342.2,1355.0,1341.0,1350.5
2016-08-17,1345.5,1347.3,1338.6,1342.7
2016-08-18,1351.3,1354.4,1348.2,1351.2
2016-08-19,1350.1,1350.1,1338.6,1340.4
2016-08-22,1334.4,1337.7,1333.3,1337.7
2016-08-23,1337.0,1341.2,1334.3,1340.6
2016-08-24,1337.2,1337.2,1322.9,1324.4
2016-08-25,1321.4,1324.0,1317.0,1320.1
2016-08-26,1323.8,1340.5,1320.1,1321.5
2016-08-29,1315.0,1323.0,1315.0,1322.9
2016-08-30,1322.0,1322.1,1308.0,1311.7
2016-08-31,1310.3,1313.7,1306.3,1306.9
2016-09-01,1305.3,1313.1,1301.5,1312.2
2016-09-02,1309.6,1326.7,1309.2,1322.1
2016-09-06,1323.3,1349.4,1323.2,1349.4
2016-09-07,1348.4,1350.5,1343.9,1344.3
2016-09-08,1344.8,1345.4,1335.7,1336.8
2016-09-09,1338.5,1338.5,1328.0,1330.1
2016-09-12,1327.0,1329.3,1319.9,1321.0
2016-09-13,1324.6,1324.6,1315.0,1319.0
2016-09-14,1319.2,1322.3,1319.2,1321.5
2016-09-15,1320.7,1320.7,1310.8,1313.5
2016-09-16,1312.2,1312.6,1305.8,1305.8
2016-09-19,1313.5,1313.5,1313.5,1313.5
2016-09-20,1313.7,1313.7,1313.7,1313.7
2016-09-21,1326.3,1326.9,1324.0,1326.9
2016-09-22,1338.6,1340.4,1338.2,1340.4
2016-09-23,1337.2,1337.2,1337.2,1337.2
2016-09-26,1335.2,1341.8,1335.2,1339.7
2016-09-27,1328.0,1328.7,1325.9,1325.9
2016-09-28,1319.4,1319.4,1319.4,1319.4
2016-09-29,1321.2,1325.0,1314.7,1321.7
2016-09-30,1320.6,1327.7,1312.9,1313.3
2016-10-03,1313.5,1316.8,1308.2,1309.0
2016-10-04,1307.6,1310.2,1266.3,1266.3
2016-10-05,1272.1,1274.0,1261.3,1265.2
2016-10-06,1265.3,1265.3,1249.8,1249.8
2016-10-07,1253.9,1263.6,1248.9,1248.9
2016-10-11,1258.9,1258.9,1253.0,1253.0
2016-10-12,1251.7,1254.0,1251.1,1251.1
2016-10-13,1258.7,1259.0,1255.0,1255.0
2016-10-14,1253.9,1253.9,1250.6,1253.1
2016-10-17,1249.9,1255.0,1249.9,1254.4
2016-10-18,1260.9,1261.7,1260.8,1260.8
2016-10-19,1262.9,1271.5,1262.9,1267.9
2016-10-20,1270.0,1270.5,1265.5,1265.6
