date,open,high,low,close
2022-05-12,1.038,1.0419,1.0352,1.038
2022-05-15,1.0401,1.0438,1.0391,1.0401
2022-05-16,1.0439,1.0554,1.0432,1.0439
2022-05-17,1.0548,1.0564,1.0492,1.0548
2022-05-18,1.0473,1.0598,1.0466,1.0473
2022-05-19,1.0579,1.0599,1.0541,1.0579
2022-05-22,1.057,1.069,1.0569,1.057
2022-05-23,1.0682,1.0746,1.0662,1.0682
2022-05-24,1.0737,1.0737,1.0644,1.0737
2022-05-25,1.0687,1.0729,1.0665,1.0687
2022-05-26,1.0733,1.0765,1.0698,1.0733
2022-05-29,1.0731,1.0785,1.0727,1.0731
2022-05-30,1.0774,1.0775,1.0682,1.0774
2022-05-31,1.0734,1.0737,1.0632,1.0734
2022-06-01,1.0654,1.0738,1.0646,1.0654
2022-06-02,1.0751,1.0765,1.0707,1.0751
2022-06-05,1.0726,1.0753,1.0686,1.0726
2022-06-06,1.0691,1.0709,1.0653,1.0691
2022-06-07,1.0699,1.0748,1.0673,1.0699
2022-06-08,1.0718,1.077,1.0647,1.0718
2022-06-09,1.0619,1.0642,1.0508,1.0619
2022-06-12,1.049,1.0498,1.0419,1.049
2022-06-13,1.0415,1.0482,1.0398,1.0415
2022-06-14,1.0441,1.0507,1.0386,1.0441
2022-06-15,1.0456,1.053,1.0383,1.0456
2022-06-16,1.0547,1.0552,1.0446,1.0547
2022-06-19,1.0491,1.0545,1.0486,1.0491
2022-06-20,1.0521,1.0582,1.0514,1.0521
2022-06-21,1.0533,1.0603,1.0472,1.0533
2022-06-22,1.0564,1.0581,1.0484,1.0564
2022-06-23,1.052,1.0569,1.0514,1.052
2022-06-26,1.0566,1.0614,1.0551,1.0566
2022-06-27,1.0581,1.0605,1.0506,1.0581
2022-06-28,1.0524,1.0536,1.0468,1.0524
2022-06-29,1.0447,1.0479,1.0384,1.0447
2022-06-30,1.0478,1.0478,1.037,1.0478
2022-07-03,1.0434,1.0464,1.0418,1.0434
2022-07-04,1.0433,1.0449,1.0237,1.0433
2022-07-05,1.0258,1.0274,1.0162,1.0258
2022-07-06,1.0186,1.0219,1.0153,1.0186
2022-07-07,1.017,1.0191,1.008,1.017
2022-07-10,1.0166,1.0168,1.0054,1.0166
2022-07-11,1.0048,1.0074,1.0001,1.0048
2022-07-12,1.0033,1.0116,0.9999,1.0033
2022-07-13,1.0033,1.0049,0.9954,1.0033
2022-07-14,1.0026,1.0098,1.0011,1.0026
2022-07-17,1.0096,1.0199,1.0082,1.0096
2022-07-18,1.0145,1.0268,1.0126,1.0145
2022-07-19,1.0231,1.0272,1.0176,1.0231
2022-07-20,1.0183,1.0275,1.0163,1.0183
2022-07-21,1.0221,1.0255,1.0134,1.0221
2022-07-24,1.02,1.0256,1.0181,1.02
2022-07-25,1.0225,1.0249,1.0114,1.0225
2022-07-26,1.013,1.0172,1.0107,1.013
2022-07-27,1.0209,1.0233,1.0116,1.0209
2022-07-28,1.0192,1.0254,1.0149,1.0192
2022-07-31,1.0208,1.0277,1.021,1.0208
2022-08-01,1.0261,1.0293,1.0184,1.0261
2022-08-02,1.0156,1.0208,1.0123,1.0156
2022-08-03,1.0158,1.0232,1.0156,1.0158
2022-08-04,1.0248,1.0249,1.0144,1.0248
2022-08-07,1.0171,1.0222,1.016,1.0171
2022-08-08,1.0198,1.0247,1.0189,1.0198
2022-08-09,1.0208,1.0369,1.0203,1.0208
2022-08-10,1.0301,1.0366,1.0276,1.0301
2022-08-11,1.0317,1.0327,1.024,1.0317
2022-08-14,1.0256,1.0267,1.0182,1.0256
2022-08-15,1.0162,1.0194,1.0123,1.0162
2022-08-16,1.0171,1.0198,1.0148,1.0171
2022-08-17,1.018,1.0194,1.0113,1.018
2022-08-18,1.009,1.0112,1.0036,1.009
2022-08-21,1.0035,1.0048,0.9928,1.0035
2022-08-22,0.9939,1.0019,0.9903,0.9939
2022-08-23,0.9967,0.9998,0.9912,0.9967
2022-08-24,0.9969,1.0031,0.9957,0.9969
2022-08-25,0.9971,1.0088,0.9947,0.9971
2022-08-28,0.9939,1.0031,0.9915,0.9939
2022-08-29,1.0014,1.0052,0.9983,1.0014
2022-08-30,1.0025,1.0077,0.9972,1.0025
2022-08-31,1.0039,1.0046,0.9917,1.0039
2022-09-01,0.9952,1.0033,0.9951,0.9952
2022-09-04,0.9909,0.9944,0.9881,0.9909
2022-09-05,0.9952,0.9985,0.9865,0.9952
2022-09-06,0.9898,0.9955,0.9878,0.9898
2022-09-07,0.9996,1.0029,0.9933,0.9996
2022-09-08,1.0012,1.0112,1.0009,1.0012
2022-09-11,1.0071,1.0197,1.0065,1.0071
2022-09-12,1.013,1.0187,0.9996,1.013
2022-09-13,0.9982,1.0023,0.9964,0.9982
