date,open,high,low,close
2020-04-13,24.6,24.74,22.03,22.41
2020-04-14,22.36,23.08,19.95,20.11
2020-04-15,20.72,20.89,19.2,19.87
2020-04-16,20.15,20.53,19.42,19.87
2020-04-17,20.0,20.22,17.31,18.27
2020-04-20,17.73,17.85,-40.32,-37.63
2020-04-21,-14.0,13.86,-16.74,10.01
2020-04-22,13.12,16.18,10.26,13.78
2020-04-23,14.2,18.26,13.35,16.5
2020-04-24,16.78,17.97,15.64,16.94
2020-04-27,16.84,16.98,11.88,12.78
2020-04-28,12.96,13.69,10.07,12.34
2020-04-29,13.35,16.78,12.67,15.06
2020-04-30,15.64,19.44,15.45,18.84
2020-05-01,19.04,20.48,18.07,19.78
2020-05-04,19.11,21.42,18.05,20.39
2020-05-05,21.24,25.49,21.13,24.56
2020-05-06,25.52,26.08,22.58,23.99
2020-05-07,24.09,26.74,22.94,23.55
2020-05-08,23.35,24.99,23.26,24.74
2020-05-11,24.49,25.58,23.67,24.14
2020-05-12,24.49,26.23,24.22,25.78
2020-05-13,25.3,26.45,24.79,25.29
2020-05-14,25.56,27.96,25.18,27.56
2020-05-15,27.64,29.92,27.24,29.43
2020-05-18,29.53,33.32,29.53,31.82
2020-05-19,32.83,33.44,31.34,32.5
2020-05-20,31.89,33.78,31.56,33.49
2020-05-21,33.53,34.66,33.26,33.92
2020-05-22,33.95,34.0,30.72,33.25
2020-05-26,33.3,34.81,32.48,34.35
2020-05-27,34.14,34.32,31.75,32.81
2020-05-28,32.1,34.21,31.14,33.71
2020-05-29,33.68,35.77,32.36,35.49
2020-06-01,35.21,35.9,34.27,35.44
2020-06-02,35.56,37.06,35.28,36.81
2020-06-03,36.86,38.18,35.88,37.29
2020-06-04,36.76,37.62,36.38,37.41
2020-06-05,37.33,39.68,37.05,39.55
2020-06-08,39.41,40.44,37.96,38.19
2020-06-09,38.22,39.1,37.07,38.94
2020-06-10,38.5,39.91,37.73,39.6
2020-06-11,39.09,39.09,35.41,36.34
2020-06-12,36.26,36.99,34.48,36.26
2020-06-15,36.03,37.26,34.36,37.12
2020-06-16,37.05,39.06,36.38,38.38
2020-06-17,37.93,38.75,37.21,37.96
2020-06-18,37.74,38.97,37.11,38.84
2020-06-19,38.85,40.49,38.4,39.75
2020-06-22,39.18,40.7,39.12,40.46
2020-06-23,40.68,41.63,39.76,40.37
2020-06-24,39.99,40.54,37.31,38.01
2020-06-25,38.05,39.23,37.08,38.72
2020-06-26,39.09,39.35,37.79,38.49
2020-06-29,37.96,39.89,37.5,39.7
2020-06-30,39.64,40.08,38.85,39.27
2020-07-01,39.84,40.58,39.05,39.82
2020-07-02,39.78,40.74,39.46,40.65
2020-07-06,40.38,41.08,39.84,40.63
2020-07-07,40.68,40.95,39.9,40.62
2020-07-08,40.48,41.08,40.3,40.9
